Name,RA,Dec,l,b,Peak mag,Peak time,Disc date,Type,PS prob,Redshift,MW E(B-V)
2019aaaz,153.475767010088,6.568960933501541,234.4326481576623,47.35221242309659,20.33,2019-12-20 15:00:00,2020-01-17 00:00:00,None,,,0.022000000000000002
2020bbu,220.0400875,78.2930777777778,116.23332494898493,37.38302700066017,19.4372119903564,2019-12-29 13:25:11.001000,2020-01-26 08:55:25,None,0.004,,0.0272
2019ytz,158.70536447164102,-3.75044397448694,250.74452021725727,44.836709373327956,20.2611,2019-12-24 14:54:14,2020-01-21 00:00:00,None,,,0.043
2019yfu,191.40151329698298,1.1836433557886599,299.6031470000105,64.01769142314114,18.6113014221191,2019-12-27 12:36:00,2020-01-19 00:00:00,SN Ia,,0.0845,0.017
10AYSEaex,196.26757449851897,4.75616190189134,311.79733329321544,67.39295655340219,19.7246532440186,2020-01-04 13:07:30,2020-01-19 00:00:00,None,,,0.027999999999999997
2020ej,241.696375907727,20.5380083278379,35.46425456131113,45.115705612461575,18.9164,2020-01-04 12:37:06,2020-01-20 00:00:00,None,,,0.065
2020rw,194.003992997331,-0.0543824937101441,305.43601139015163,62.795104192692435,19.5112152099609,2020-01-02 12:30:22,2020-01-22 00:00:00,None,,,0.02
2020awl,267.413508333333,62.1946166666667,91.32243002264121,30.924091562697765,19.823383331298803,2020-01-05 12:47:12.002000,2020-01-25 13:18:46,None,0.002,,0.0285
2019zag,128.194047090505,50.3916175305548,168.68496604970676,36.44788555116796,18.792425155639602,2019-12-29 11:27:29,2020-01-25 00:00:00,None,,,0.034
2020anm,193.137224602606,-5.53300148618299,303.4441759704901,57.33764109282139,19.684627532959002,2020-01-02 13:01:52.997000,2020-01-22 00:00:00,None,,,0.032
2020akk,147.426391666667,61.505744444444396,151.29650911286066,44.32269767715681,19.040943145752,2019-12-29 11:44:52.999000,2020-01-20 12:18:43,None,0.006,,0.0205
2020oa,197.372726156036,7.54537070505943,316.08693929199154,69.95468485074477,19.0720310211182,2020-01-04 13:07:30,2020-01-19 00:00:00,None,,,0.026000000000000002
2020zt,90.9984625,57.1303611111111,156.56694138727244,16.48142956490135,19.3827266693115,2020-01-13 04:55:56.997000,2020-01-16 03:37:09,None,0.025,,0.115
2020adc,162.700764040444,-3.46398611273387,254.66456044555005,47.77911215819901,19.04,2020-01-13 07:39:02,2020-01-17 00:00:00,None,,,0.032
2020bgu,125.145029166667,52.4036166666667,166.20298278639075,34.55508085224882,20.042955398559602,2020-01-01 11:39:32.999000,2020-01-26 11:08:09,None,,,0.0369
2020hr,139.623773122733,28.1416273572378,198.70419712117246,43.2178834648317,17.8158054351807,2020-01-01 10:20:28,2020-01-19 00:00:00,SN Ia,,0.0821,0.02
2020yf,125.013845833333,78.82782222222221,134.99372838707268,30.821902492162103,16.1256542205811,2018-11-12 08:17:31.001000,2020-01-15 03:53:49,None,,,0.025
2020yp,54.939295833333304,27.7348472222222,162.6611196150991,-21.867572781951946,20.94,2020-01-15 07:00:28,2020-01-15 07:00:28,None,0.0,,0.19
2020yu,217.90435833333302,77.3892444444445,116.15993734986544,38.390802803754674,19.22,2020-01-15 09:59:12,2020-01-15 09:59:12,None,,,0.0272
2020zi,204.33692916666698,61.986058333333304,113.71291726846047,54.31281092511053,19.665,2020-01-15 10:44:59,2020-01-15 10:44:59,None,,,0.0129
2020ajc,10.3743,-20.9797805555556,102.15395867065443,-83.4467025481842,19.151418685913104,2020-01-16 02:31:43,2020-01-19 06:04:19,None,,,0.0166
2020aaq,25.7087958333333,44.4021416666667,132.52236500374076,-17.510393921295,19.7507,2020-01-16 02:38:52,2020-01-16 02:38:52,None,0.20800000000000002,,0.0703
2020age,33.6232208333333,34.4451527777778,141.80937237863628,-25.36371062306581,18.3480815887451,2020-01-16 03:25:19,2020-01-16 03:25:19,None,0.7070000000000001,,0.0742
2020aas,17.196875,21.6623277777778,128.27817041272522,-41.02925000461992,20.1380634307861,2020-01-16 03:29:17,2020-01-16 03:29:17,None,0.054000000000000006,,0.051
2020aba,111.3838375,40.7704,177.64709547378365,23.433242834033873,20.0719,2020-01-16 04:41:56,2020-01-16 04:41:56,None,0.009000000000000001,,0.0576
2020abb,117.743016666667,47.8911166666667,171.01896556109747,29.443566150614668,19.8141,2020-01-16 04:43:16,2020-01-16 04:43:16,None,0.034,,0.0451
2020abc,123.466345833333,40.7955861111111,179.9424568768257,32.347677588561886,20.1602897644043,2020-01-16 05:16:19,2020-01-16 05:16:19,None,0.004,,0.0413
2020aau,107.148345833333,37.1552083333333,180.22581495991574,19.17472745803197,20.4167,2020-01-16 03:54:28,2020-01-16 03:54:28,None,0.1,,0.057
2020abo,101.954179166667,38.378425,177.47559606614885,15.787806367759519,20.2479,2020-01-16 05:18:23,2020-01-16 05:18:23,None,,,0.1092
2020aat,98.60968333333331,50.68572777777779,164.59884923704678,18.119559698251336,20.3306503295898,2020-01-16 03:43:24,2020-01-16 03:43:24,None,0.059000000000000004,,0.11199999999999999
2020ahv,101.93544583333299,59.4868444444444,156.31321434045375,22.677794885870266,20.473876953125,2020-01-16 04:00:18,2020-01-16 04:00:18,None,,,0.0495
2020abp,131.995254166667,25.896811111111102,199.40818785244835,36.08302751669103,20.6571884155273,2020-01-16 05:36:06,2020-01-16 05:36:06,None,0.005,,0.0325
2020ati,162.01675,39.3909305555556,179.43400054665008,61.631761833703834,19.5240211486816,2020-01-16 08:14:34,2020-01-16 08:14:34,None,,,0.0111
2020abg,154.105779166667,42.093258333333296,177.31823807950607,55.153762758117075,19.896390914917,2020-01-16 10:10:52,2020-01-16 10:10:52,None,0.021,,0.0117
2020aao,252.6693625,71.0838138888889,102.87698497907365,35.20098810969776,19.46,2020-01-16 11:13:19,2020-01-16 11:13:19,None,,,0.0293
2020bgq,254.5056625,68.0568111111111,99.10272656471645,35.51357389602693,19.797,2020-01-16 11:13:20,2020-01-16 11:13:20,None,0.0,,0.0326
10AYSEadc,141.532989583982,34.8064993309965,189.78434632339304,45.80030748043166,19.5677,2020-01-16 11:19:05.441000,2020-01-16 00:00:00,None,0.035,,0.017
10AYSEadd,141.532958263462,34.8064910505094,189.78435514757678,45.80028117312637,19.5677,2020-01-16 11:19:05.441000,2020-01-16 00:00:00,None,0.035,,0.017
2020aov,180.898894293978,21.1307072054912,239.16409301161514,77.5552442923459,19.9390487670898,2019-12-29 13:05:12.002000,2020-01-23 00:00:00,None,,,0.023
10AYSEadn,151.45509824043,2.8073845886132096,237.21415911977004,43.557101542798385,20.1359,2020-01-17 11:36:40.526000,2020-01-17 00:00:00,None,,,0.024
2020abm,151.678004637058,3.17597526381235,236.97862526035019,43.952661887913486,19.4634,2020-01-16 07:39:40,2020-01-17 00:00:00,None,,,0.018000000000000002
2020ade,156.634218821299,3.60003216386547,240.75238170228118,48.173550353404444,20.8136,2020-01-01 14:42:43,2020-01-17 00:00:00,None,,,0.03
10AYSEadu,157.100051744496,-4.44906665261001,249.86332730191086,43.208670303198886,19.6761,2020-01-17 11:44:52.345000,2020-01-17 00:00:00,None,,,0.0346
10AYSEadr,157.086033843921,-1.3535432710532,246.70762288367104,45.32495727216928,19.9214,2020-01-17 11:45:29.887000,2020-01-17 00:00:00,None,,,0.0435
10AYSEadi,132.880680557179,-5.28044266875003,232.65407066330656,23.667293988036665,20.0312,2020-01-17 11:52:09.704000,2020-01-17 00:00:00,None,,,0.0152
10AYSEadl,141.440492436105,-6.6010580143630095,239.29074541759664,29.92841847401786,20.1763,2020-01-17 11:54:43.276000,2020-01-17 00:00:00,None,,,0.0273
10AYSEadh,140.32492031779898,-6.027523607978849,238.00439958479427,29.372820693208443,19.854,2020-01-17 11:54:43.276000,2020-01-17 00:00:00,None,,,0.0247
10AYSEadj,139.304463473186,-5.195150619202209,236.55291545584822,29.028039881772916,20.0304,2020-01-17 11:54:43.276000,2020-01-17 00:00:00,None,,,0.0291
2020aqz,133.119919095272,-6.712221675756121,234.10323381817213,23.086617745924784,20.22,2020-01-17 11:55:40,2020-01-24 00:00:00,None,,,0.021
10AYSEadg,140.78745498708798,23.6689340583118,205.00559789209277,43.163850501013755,16.5965,2019-01-08 11:02:44.002000,2020-01-17 00:00:00,None,,,0.031
2020aet,165.9858,73.5287138888889,132.7821108324517,41.48026562119881,20.3167743682861,2020-01-18 08:40:35,2020-01-18 08:40:35,None,0.001,,0.0375
2020ahs,172.79002083333302,58.228236111111094,141.72037905463444,55.87461690609766,19.8756504058838,2020-01-15 10:26:14,2020-01-15 10:26:14,None,0.0,,0.0118
2020bcx,152.186325,23.3632222222222,209.5409299762906,53.1762364715252,20.213687896728498,2020-01-18 08:52:00.998000,2020-01-23 14:05:16,None,,,0.0244
2020agt,116.9488625,28.6654333333333,191.76541325023757,24.13156080227766,21.3342,2020-01-18 09:06:00,2020-01-18 09:06:00,None,0.006999999999999999,,0.027000000000000003
2020aed,162.722954166667,49.005275,161.49939012876985,58.110805169757654,19.6386661529541,2020-01-16 07:44:33,2020-01-16 07:44:33,None,,,0.015
2020afc,151.715833333333,39.3473138888889,182.51416434618253,53.84195037764983,20.5329,2020-01-18 09:25:49,2020-01-18 09:25:49,None,0.003,,0.0136
2020aec,135.322358333333,53.6103527777778,164.15961238622913,40.57753290308618,19.3603916168213,2020-01-16 05:42:00,2020-01-16 05:42:00,None,,,0.0116
2020aeu,161.5726625,62.9714694444444,143.90367094753864,48.747227351329485,20.2895545959473,2020-01-18 08:41:16,2020-01-18 08:41:16,None,0.002,,0.0065
2020aev,168.378883333333,51.5328222222222,153.37123266558328,59.41555150880797,19.8632774353027,2020-01-18 08:44:43,2020-01-18 08:44:43,None,,,0.0121
2020aew,168.079566666667,56.316325,147.3943455335354,55.85050361653061,19.956956863403303,2020-01-18 08:44:43,2020-01-18 08:44:43,None,0.008,,0.0071
2020alr,110.745645833333,53.996475,163.37185596312983,26.146216057130324,18.785,2020-01-14 05:08:38,2020-01-18 10:55:12,None,0.187,,0.0663
2020afh,270.420225,57.3382444444444,85.80881579220056,29.165894766589908,19.7078914642334,2020-01-18 12:51:35,2020-01-18 12:51:35,None,0.0,,0.0436
10AYSEaef,186.096294199474,16.452819857629997,271.1379145896674,77.62150836369986,19.5429,2020-01-01 12:04:35.003000,2020-01-18 00:00:00,None,,,0.022000000000000002
2020pf,186.51957282564499,12.4599026196224,279.6429044287848,74.17373270419493,18.7974,2020-01-05 12:06:43.998000,2020-01-18 00:00:00,None,,,0.027000000000000003
10AYSEaeg,169.32472627264602,13.3093635702162,240.3925341082865,64.02863563053496,19.5694,2020-01-18 13:42:56.427000,2020-01-18 00:00:00,None,,,0.0234
10AYSEaeh,174.945732566787,10.492795499046,254.10808345689162,66.30833282769964,19.0137,2020-01-18 13:43:33.662000,2020-01-18 00:00:00,None,,,0.0333
2020ael,273.933254166667,61.5688611111111,90.80374913083438,27.82249359721111,18.57,2020-01-18 12:50:55,2020-01-18 12:50:55,None,0.0,,0.0352
2020aen,258.08355833333303,63.4018972222222,93.14666616791035,35.079695690025694,19.09,2020-01-18 12:52:14,2020-01-18 12:52:14,None,0.0,,0.027000000000000003
10AYSEahb,151.620624305439,-8.4628832174825,248.72482378960487,36.50186527070577,20.5375,2020-01-18 13:58:08.408000,2020-01-20 00:00:00,None,0.0,,0.0442
2020akd,10.0863333333333,41.763999999999996,120.71571037322464,-21.06000981279683,18.6,2020-01-18 15:09:19,2020-01-18 15:09:19,None,0.009000000000000001,,0.0625
10AYSEaeo,202.438385493859,35.383291846426296,80.56748853339843,78.38481519857984,20.297,2020-01-18 15:32:58.444000,2020-01-18 00:00:00,None,,,0.011000000000000001
10AYSEaem,206.153560850946,31.0102979676418,54.56821768853353,77.7591217766147,17.6889,2020-01-18 15:33:40.388000,2020-01-18 00:00:00,None,,,0.0116
10AYSEaep,208.97194451515202,34.6778117181062,65.55992623094697,74.27675572119033,19.8833,2020-01-18 15:35:37.176000,2020-01-18 00:00:00,None,,,0.0115
10AYSEael,208.96395602556498,34.755145032483505,65.82955855773409,74.2507549457768,20.0784,2020-01-18 15:35:37.176000,2020-01-18 00:00:00,None,,,0.0121
2020aor,202.735006632154,31.658840276667398,63.06635732111159,80.28199484505562,20.52,2020-01-18 15:36:00,2020-01-23 00:00:00,None,,,0.01
10AYSEaho,202.99704285783,34.1897016221718,74.43449072970948,78.79010664978672,20.6132,2020-01-18 15:36:57.903000,2020-01-21 00:00:00,None,,,0.011000000000000001
10AYSEaek,216.675813691493,41.0234452011263,74.42258067135064,66.0019884908664,18.156,2020-01-18 15:41:57.386000,2020-01-18 00:00:00,None,,,0.0102
10AYSEaej,219.81463771474097,40.803036305362205,71.53145230973082,63.95703696939026,19.5424,2020-01-18 15:43:12.796000,2020-01-18 00:00:00,None,,,0.011000000000000001
10AYSEaei,219.863271361954,40.7280892241969,71.3415268349414,63.95261460578936,19.6205,2020-01-18 15:43:12.796000,2020-01-18 00:00:00,None,,,0.0109
10AYSEaeq,223.00064835826697,41.9512223206876,71.86492176322926,61.3095733849144,20.2223,2020-01-18 15:44:28.680000,2020-01-18 00:00:00,None,,,0.0164
2020ahu,38.2093875,45.2289583333333,141.04104008505888,-14.04756760066894,19.4321613311768,2020-01-15 03:09:02,2020-01-15 03:09:02,None,,,0.0866
2020afz,11.208541666666699,43.8698416666667,121.67334014433537,-18.985767513142736,18.7407169342041,2019-07-01 10:51:10.996000,2020-01-18 07:30:43,None,,,0.076
2020ahq,97.75585833333331,59.107761111111095,156.02906587177526,20.526901069977807,20.3751182556152,2020-01-16 04:06:31,2020-01-16 04:06:31,None,0.084,,0.0561
2020ahg,102.55317916666701,60.811619444444396,155.0072104181509,23.31357857768654,19.6059341430664,2020-01-16 04:00:18,2020-01-16 04:00:18,None,0.054000000000000006,,0.0594
2020ahp,117.96185416666701,46.8981972222222,172.17161456839335,29.431080598997525,19.647878646850604,2020-01-16 04:43:16,2020-01-16 04:43:16,None,0.033,,0.0632
2020ajj,35.726179166666704,21.0503777777778,149.93091245545833,-36.97992694694183,20.81,2020-01-19 06:41:45,2020-01-19 06:41:45,None,0.0,,0.1015
2020bhn,145.26510416666702,34.0517888888889,191.2231551459837,48.815873040447784,20.0879726409912,2020-01-16 07:41:43,2020-01-16 07:41:43,None,,,0.0112
2020bhm,145.258679166667,34.128441666666696,191.1064696765088,48.81536384283028,20.0529727935791,2020-01-16 07:41:43,2020-01-16 07:41:43,None,,,0.011000000000000001
2020aik,128.5773125,31.302988888888898,192.07194636570233,34.53398948917532,20.019596099853498,2020-01-19 09:05:45,2020-01-19 09:05:45,None,,,0.0439
2020apt,125.401733333333,52.7036305555556,165.8401759779002,34.71400890233923,20.5684127807617,2020-01-16 04:46:07,2020-01-16 04:46:07,None,0.0,,0.052000000000000005
2020abw,153.23636424563,6.787800266370599,233.9701579037889,47.274065720108545,19.584602355957,2020-01-04 10:31:49,2020-01-17 00:00:00,None,,,0.02
2020ale,134.775625,58.12482222222221,158.4288903855805,39.471008599320925,19.9741306304932,2020-01-18 09:49:09,2020-01-18 09:49:09,None,0.003,,0.0326
2020afe,133.394154166667,51.3135111111111,167.3252896879342,39.684659553274265,19.8836917877197,2020-01-18 09:49:09,2020-01-18 09:49:09,None,,,0.0195
10AYSEagd,113.277119081313,41.2712104139529,177.5442589198946,24.943968539409095,18.8089,2020-01-19 10:08:00.600000,2020-01-19 00:00:00,None,,,0.0458
10AYSEagp,113.41290520188,42.161022214431796,176.62331593605984,25.270476832123535,20.590999999999998,2020-01-19 10:08:00.600000,2020-01-19 00:00:00,None,,,0.0457
10AYSEafu,114.649800677603,41.579706850227296,177.5022249851266,26.017782361383322,20.315,2020-01-19 10:08:00.600000,2020-01-19 00:00:00,None,,,0.0407
10AYSEaga,113.33292313965099,42.2008121861143,176.56417506116586,25.223204276220375,20.3761,2020-01-19 10:08:00.600000,2020-01-19 00:00:00,None,,,0.0464
10AYSEagm,116.48113077556101,39.0623393473499,180.6099284797903,26.749581815925033,20.1774,2020-01-19 10:08:41.041000,2020-01-19 00:00:00,None,,,0.0448
10AYSEagi,117.471927946899,38.2205320992738,181.74057417146037,27.290875814897454,19.8191,2020-01-19 10:08:41.041000,2020-01-19 00:00:00,None,,,0.0359
10AYSEagg,117.552011139957,41.2812194174158,178.395837410782,28.06474251873134,20.2807,2020-01-19 10:09:18.279000,2020-01-19 00:00:00,None,,,0.0392
10AYSEafv,116.474016475895,42.19923604153129,177.18316768199605,27.48294690908518,19.9667,2020-01-19 10:09:18.279000,2020-01-19 00:00:00,None,,,0.0495
10AYSEafq,116.666030854034,41.7260235998964,177.73912795852675,27.51648180334121,20.175,2020-01-19 10:09:18.279000,2020-01-19 00:00:00,None,0.6709999999999999,,0.0354
10AYSEago,120.53976255916099,38.225030737871,182.3750542292914,29.63547503836098,20.0286,2020-01-19 10:09:57.459000,2020-01-19 00:00:00,None,,,0.0407
10AYSEagq,119.472901500716,39.1243555891672,181.15841689627948,29.021131154772466,20.45,2020-01-19 10:09:57.459000,2020-01-19 00:00:00,None,,,0.044000000000000004
10AYSEagn,120.664496810781,38.1611020764876,182.4716022476237,29.71708792675882,19.9952,2020-01-19 10:09:57.459000,2020-01-19 00:00:00,None,,,0.0403
10AYSEaft,119.715892691525,38.9975665042519,181.34754311095713,29.177225098147552,19.9172,2020-01-19 10:09:57.459000,2020-01-19 00:00:00,None,,,0.0431
10AYSEagk,118.032526931136,39.831907052587,180.08945444128733,28.096406081110768,20.3896,2020-01-19 10:09:57.459000,2020-01-19 00:00:00,None,,,0.0471
10AYSEagf,120.648044653996,41.2887116572483,178.93204889562784,30.343547590334943,20.5025,2020-01-19 10:10:34.778000,2020-01-19 00:00:00,None,,,0.0441
10AYSEagl,119.62409733515601,42.148773967408296,177.78876179888184,29.75660923087647,20.2124,2020-01-19 10:10:34.778000,2020-01-19 00:00:00,None,,,0.0358
2020agz,196.48539166666697,63.3156333333333,120.17995205058588,53.73505293251224,19.3439,2020-01-19 10:19:39,2020-01-19 10:19:39,None,0.004,,0.0117
10AYSEage,146.69778024945802,30.469771012089897,196.8617773608767,49.686833189888,19.2156,2020-01-19 10:27:05.877000,2020-01-19 00:00:00,None,,,0.016
2020alw,145.920331732959,33.6790386805123,191.844384446156,49.33486259280086,18.5274,2020-01-19 10:27:43.150000,2020-01-19 10:27:50,None,0.001,,0.0116
2019aaab,147.467914442908,34.4469826661054,190.75182410753612,50.65399518123489,19.7929,2019-11-25 15:08:38,2020-01-19 00:00:00,None,,,0.009000000000000001
10AYSEagh,145.86221198992902,33.768100295820304,191.7032692411033,49.29237124001516,19.3366,2020-01-19 10:27:43.150000,2020-01-19 00:00:00,None,,,0.011000000000000001
10AYSEafs,139.889360733612,33.835870264082395,190.96576474702164,44.355025256892,20.8299,2020-01-19 10:29:03.287000,2020-01-19 00:00:00,None,0.247,,0.0145
10AYSEaff,133.457811415555,24.6301557504317,201.380230780196,37.00157365610202,20.3534,2020-01-19 10:32:50.027000,2020-01-19 00:00:00,None,,,0.027999999999999997
10AYSEafp,137.144188982362,28.246660883742297,197.93903515388305,41.10477984965519,20.7522,2020-01-19 10:34:50.023000,2020-01-19 00:00:00,None,,,0.022000000000000002
10AYSEafn,137.999895116784,25.2179873168892,202.08537000018194,41.1260197618457,20.5773,2020-01-19 10:34:10.944000,2020-01-19 00:00:00,None,0.027999999999999997,,0.0433
10AYSEafi,137.823509223718,24.3570351236061,203.12848152450584,40.74402809241035,20.4372,2020-01-19 10:34:10.944000,2020-01-19 00:00:00,None,,,0.0357
10AYSEafm,137.836293653159,27.4545336095746,199.14836220578258,41.52538955220787,20.3205,2020-01-19 10:34:50.023000,2020-01-19 00:00:00,None,,,0.0246
10AYSEafh,138.04225377061502,28.5102851055726,197.8208283477403,41.93302140807673,19.7236,2020-01-19 10:34:50.023000,2020-01-19 00:00:00,None,,,0.0209
10AYSEafo,137.348278202269,26.833864965054,199.81733773127365,40.95900681272683,20.579,2020-01-19 10:34:50.023000,2020-01-19 00:00:00,None,,,0.0293
10AYSEane,141.758875048228,27.3900052852154,200.2735749156171,44.909851342670905,21.0436,2020-01-19 10:40:13.400000,2020-01-22 00:00:00,None,,,0.017
10AYSEafg,140.343322823261,26.4420481732094,201.17697506399935,43.47033904366918,20.3628,2020-01-19 10:36:09.135000,2020-01-19 00:00:00,None,,,0.0224
2019xom,141.744812301541,28.691282628501803,198.4651031170414,45.15504890455323,19.976,2019-11-07 14:22:33,2020-01-22 00:00:00,None,,,0.018000000000000002
2020ahr,188.09455,70.80841388888891,125.19445376167285,46.23601779436729,19.9827346801758,2020-01-15 10:40:22,2020-01-15 10:40:22,None,,,0.0145
2020ahk,239.74691666666698,75.1051861111111,109.40485863736731,36.65603579443951,19.7281723022461,2020-01-16 10:41:19,2020-01-16 10:41:19,None,,,0.02
2019aaag,187.262054872904,12.718340775737099,281.84461152364753,74.66598532343896,20.5287,2019-12-30 15:48:57,2020-01-23 00:00:00,None,,,0.019
2020aqg,196.386973854585,16.8635658596275,321.2967031633709,79.22881963221795,20.5678,2020-01-19 14:26:52,2020-01-22 00:00:00,None,,,0.02
10AYSEafa,192.951617059536,16.0033798390031,303.39094378951364,78.87479894487048,19.8095,2019-12-29 13:08:26.998000,2020-01-19 00:00:00,None,,,0.02
2020aja,196.73193333333302,-28.6631166666667,307.0350429556909,34.085194569726504,18.975,2020-01-19 14:29:45,2020-01-19 14:29:45,None,0.021,,0.0579
10AYSEaew,193.075006587109,5.4698889977997895,303.51322532444925,68.3406635233865,19.3648,2020-01-19 14:34:14.515000,2020-01-19 00:00:00,None,,,0.023
10AYSEaku,189.897172480961,1.63260761492723,296.07890739338603,64.34657538593801,20.5537,2020-01-19 14:36:13.107000,2020-01-23 00:00:00,None,,,0.02
10AYSEafc,195.61476800288298,2.83040555720878,309.59558262730883,65.55945846253084,19.8605,2020-01-19 14:34:51.948000,2020-01-19 00:00:00,None,,,0.0203
2020aji,138.9698875,49.6311555555556,169.0057447160069,43.4038911281501,19.525,2020-01-18 11:35:31,2020-01-18 11:35:31,None,0.002,,0.0124
2020akw,140.897491666667,55.7840444444444,160.39420164212726,43.26981496391667,19.55,2020-01-20 12:10:04,2020-01-20 12:10:04,None,0.018000000000000002,,0.026000000000000002
10AYSEahd,133.198015591401,-5.3387128510596105,232.8945587797134,23.901402541069718,20.6317,2020-01-20 12:18:13.201000,2020-01-20 00:00:00,None,,,0.017
10AYSEahf,136.95059466890498,0.6752338652193461,229.41833384545137,30.27738373428521,19.9902,2020-01-20 12:20:08.168000,2020-01-20 00:00:00,None,,,0.0295
10AYSEahe,140.28278109708,-5.96999256834365,237.92272384282234,29.37251126988859,20.2217,2020-01-20 12:20:47.716000,2020-01-20 00:00:00,None,,,0.0245
10AYSEapl,147.927419611126,-9.715980229932859,246.86561457651922,32.961220851993474,20.5604,2020-01-20 12:32:09.518000,2020-01-24 00:00:00,None,,,0.037000000000000005
10AYSEahc,150.670991329391,-8.3107182388235,247.79557045433057,35.915683917722504,20.1787,2020-01-20 12:28:57.726000,2020-01-20 00:00:00,None,,,0.0506
2020akx,194.912848095253,-5.09654996534318,306.7629836150866,57.71408833552239,18.992,2020-01-20 12:34:33,2020-01-22 00:00:00,None,,,0.024
2020aku,135.635491666667,74.6147638888889,138.6505631420369,34.57388402178766,19.151,2020-01-20 12:51:50,2020-01-20 12:51:50,None,,,0.0193
10AYSEagw,184.02816271428,9.738786471485449,275.6615947546006,70.71651760304611,20.1122,2020-01-20 13:38:53.805000,2020-01-20 00:00:00,None,,,0.016
10AYSEags,190.795785269146,11.878397116121098,295.29284336055144,74.62757857191453,20.7625,2020-01-20 13:40:08.617000,2020-01-20 00:00:00,None,,,0.0218
2020ama,189.56193770602601,9.230724613721732,292.43972523578867,71.83325656938224,20.6196,2020-01-20 13:39:21,2020-01-20 13:39:21,None,,,0.0174
10AYSEagu,191.54907039203098,13.479104145803799,297.54548320457366,76.29600227467438,20.1154,2019-05-03 05:02:56.996000,2020-01-20 00:00:00,None,,,0.024
10AYSEagv,191.01048966750702,13.6058455607308,295.2857423761234,76.36767240261936,20.0495,2020-01-20 13:40:08.617000,2020-01-20 00:00:00,None,,,0.024
2020zj,240.334966726959,16.6777689972762,29.703631067203954,44.999887359311046,16.71,2020-01-07 12:03:43,2020-01-20 00:00:00,SN Ia,,0.03157,0.032
10AYSEaqt,236.456740132512,17.2273736102415,28.43268333096307,48.6479362750968,20.408,2020-01-20 15:34:57.464000,2020-01-25 00:00:00,None,,,0.031
10AYSEaqv,239.744130641482,20.3316161828158,34.354182221025695,46.787153629612334,20.3412,2020-01-20 15:36:49.077000,2020-01-25 00:00:00,None,,,0.045
10AYSEaqs,239.781551516339,20.3709750304165,34.42488064648403,46.766276936252424,20.4503,2020-01-20 15:36:49.077000,2020-01-25 00:00:00,None,,,0.043
10AYSEajo,243.618347560252,16.6386129590399,31.26945978361507,42.0658755397024,20.2291,2020-01-20 15:33:32.187000,2020-01-20 00:00:00,None,,,0.049
2020awt,242.22595061666598,20.176675594009897,35.20292887262261,44.53028690649655,20.048,2020-01-20 15:37:26,2020-01-25 00:00:00,None,,,0.042
10AYSEajw,215.99735939782698,41.3872763212854,75.81833166548654,66.2742638570554,20.8486,2020-01-20 15:40:05.752000,2020-01-20 00:00:00,None,,,0.0064
10AYSEajq,215.68486543319,41.4364477931304,76.21622392250131,66.45285516061304,20.5368,2020-01-18 15:45:51.290000,2020-01-20 00:00:00,None,,,0.008
10AYSEajx,216.37657140971402,38.9074795382011,69.88851408903096,67.13436943946405,20.5491,2020-01-20 15:40:48.324000,2020-01-20 00:00:00,None,,,0.0081
10AYSEajp,220.26161128077598,41.1258744601218,71.9005795425954,63.519468035923985,20.8091,2020-01-20 15:42:03.166000,2020-01-20 00:00:00,None,,,0.0118
10AYSEajv,224.444144649506,38.733126628654,64.78553128104762,61.248791799921754,21.0498,2020-01-20 15:42:43.363000,2020-01-20 00:00:00,None,,,0.0113
10AYSEajr,224.806962484959,41.346046220868104,69.75799786340973,60.24640480859277,20.9525,2020-01-20 15:43:21.814000,2020-01-20 00:00:00,None,,,0.0115
10AYSEaju,223.568060827021,42.2296211611219,72.08426798318824,60.816074673954965,20.768,2020-01-20 15:43:21.814000,2020-01-20 00:00:00,None,,,0.016
2020ard,50.382939622523295,-3.7623304766701096,186.47427232411852,-47.244094769220624,20.5354,2020-01-21 05:19:37.396000,2020-01-24 00:00:00,None,,,0.026000000000000002
10AYSEaje,49.180879242155896,-4.3306797300524,186.07090775371148,-48.54318252315947,20.2319,2020-01-21 05:19:37.396000,2020-01-21 00:00:00,None,,,0.0575
10AYSEaqk,48.522983418006405,-2.3100828929483797,183.08288890207496,-47.8053482620585,21.0662,2020-01-21 05:20:14.453000,2020-01-24 00:00:00,None,,,0.063
10AYSEakc,48.0735497421663,-0.882945551361941,181.03895980952885,-47.228136032762066,19.9688,2020-01-21 05:20:14.453000,2020-01-21 00:00:00,None,,,0.0638
10AYSEajg,49.0815271221644,-1.23965395146034,182.3943548831309,-46.69221684411539,20.4912,2020-01-21 05:20:14.453000,2020-01-21 00:00:00,None,,,0.0578
10AYSEaji,50.5584077001074,-1.7615576610491201,184.33107784443862,-45.879222014357325,20.0214,2020-01-18 07:48:30.620000,2020-01-21 00:00:00,None,,,0.05
10AYSEajl,51.29683440772511,-3.97792312305512,187.52499578557368,-46.64134937911658,20.2117,2020-01-21 05:20:51.447000,2020-01-21 00:00:00,None,,,0.0317
10AYSEajk,52.275234179408294,-4.3288578921630005,188.76569097356983,-46.05653787868137,20.6797,2020-01-21 05:20:51.447000,2020-01-21 00:00:00,None,,,0.0303
10AYSEajj,52.876822033595104,-4.72314726494289,189.72558011884007,-45.793282886580904,20.9703,2020-01-21 05:20:51.447000,2020-01-21 00:00:00,None,,,0.033
