#ObjID,ra,dec,z,uniquePspsSTid,gmomentXX,gmomentXY,gmomentYY,gmomentR1,gmomentRH,rmomentXX,rmomentXY,rmomentYY,rmomentR1,rmomentRH,imomentXX,imomentXY,imomentYY,imomentR1,imomentRH,zmomentXX,zmomentXY,zmomentYY,zmomentR1,zmomentRH,ymomentXX,ymomentXY,ymomentYY,ymomentR1,ymomentRH,gGalPhi,gGalMajor,gGalMajorErr,gGalMinor,gGalMinorErr,gGalChisq,rGalPhi,rGalMajor,rGalMajorErr,rGalMinor,rGalMinorErr,rGalChisq,iGalPhi,iGalMajor,iGalMajorErr,iGalMinor,iGalMinorErr,iGalChisq,zGalPhi,zGalMajor,zGalMajorErr,zGalMinor,zGalMinorErr,zGalChisq,yGalPhi,yGalMajor,yGalMajorErr,yGalMinor,yGalMinorErr,yGalChisq
72002076919041876,207.691970825195,-29.9986972808838,0.0192600004374981,3701017000000467,0.33602100610733,-0.00656885001808405,0.378443986177444,5.73844003677368,1.17871999740601,0.33399298787117,-0.0257761999964714,0.369800001382828,5.77108001708984,1.13309001922607,0.334784001111984,-0.00773742003366351,0.376376003026962,5.84973001480103,1.18115997314453,0.233517006039619,-0.0062038698233664,0.267562985420227,5.56507015228271,1.08407998085022,0.312952995300293,-0.00408953987061977,0.348962008953094,5.22522020339966,1.16464996337891,-77.459098815918,5.88800001144409,0.000848585972562432,3.04401993751526,0.00039850000757724,106.40599822998,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-77.2307968139648,4.8466100692749,0.137168005108833,2.38849997520447,0.0675991997122765,900.656982421875,-77.1796035766602,4.81151008605957,0.0011748899705708,2.51419997215271,0.000569770985748619,20562.80078125
72002076919041876,207.691970825195,-29.9986972808838,0.0192600004374981,3701017000000467,0.33602100610733,-0.00656885001808405,0.378443986177444,5.73844003677368,1.17871999740601,0.33399298787117,-0.0257761999964714,0.369800001382828,5.77108001708984,1.13309001922607,0.334784001111984,-0.00773742003366351,0.376376003026962,5.84973001480103,1.18115997314453,0.233517006039619,-0.0062038698233664,0.267562985420227,5.56507015228271,1.08407998085022,0.312952995300293,-0.00408953987061977,0.348962008953094,5.22522020339966,1.16464996337891,-77.3706970214844,6.67777013778687,0.00104369001928717,3.38644003868103,0.000479281996376812,101.935997009277,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-75.5472030639648,4.30912017822266,0.121955998241901,1.88631999492645,0.0533864982426167,1462.08996582031,-68.4833984375,2.36724996566772,0.0669974982738495,1.64800000190735,0.0466413982212543,509.125
72003177709902688,317.770874023438,-29.9980564117432,0.0188267193734646,3727635000000095,0.352737993001938,0.0236019007861614,0.360944986343384,5.93615007400513,1.20837998390198,0.351945996284485,0.0212824996560812,0.354714006185532,6.59580993652344,1.19421005249023,0.383960992097855,0.0237553007900715,0.377709001302719,9.44571018218994,1.21622002124786,0.311699986457825,0.00969776045531034,0.308856010437012,8.12586975097656,1.1395800113678,0.277691006660461,0.00624829018488526,0.268366008996964,4.69059991836548,1.10432994365692,54.2341003417969,18.762300491333,0.531008005142212,2.93208003044128,0.0829833000898361,84.8554000854492,53.9453010559082,15.8458995819092,0.448467999696732,2.58822989463806,0.0732519999146461,386.657012939453,53.282600402832,19.1086006164551,0.540809988975525,3.05217003822327,0.0863822028040886,1466.52001953125,52.9119987487793,24.5690002441406,0.695349991321564,3.69485998153687,0.104571998119354,578.299011230469,51.7845001220703,26.1837997436523,0.741051018238068,2.91129994392395,0.0823952034115791,661.763000488281
72003177709902688,317.770874023438,-29.9980564117432,0.0188267193734646,3727635000000095,0.352737993001938,0.0236019007861614,0.360944986343384,5.93615007400513,1.20837998390198,0.351945996284485,0.0212824996560812,0.354714006185532,6.59580993652344,1.19421005249023,0.383960992097855,0.0237553007900715,0.377709001302719,9.44571018218994,1.21622002124786,0.311699986457825,0.00969776045531034,0.308856010437012,8.12586975097656,1.1395800113678,0.277691006660461,0.00624829018488526,0.268366008996964,4.69059991836548,1.10432994365692,-999,-999,-999,-999,-999,-999,53.6864013671875,26.6023998260498,0.752897977828979,2.77910995483398,0.0786539986729622,396.714996337891,55.4925994873047,17.3826999664307,0.521481990814209,2.58145999908447,0.0730601027607918,63375600,-999,-999,-999,-999,-999,-999,52.0933990478516,24.1366004943848,0.683112025260925,1.5927699804306,0.0508330017328262,564.231994628906
72300308765692298,30.8767223358154,-29.7483863830566,0.0377079993486404,3663583000003680,0.257275998592377,-0.000744098972063512,0.262791007757187,7.04481983184814,1.09844994544983,0.48361599445343,-0.00165512005332857,0.490707993507385,7.25216007232666,1.27329003810883,0.207406997680664,-0.000709609012119472,0.209573999047279,7.41559982299805,1.03859996795654,0.355013012886047,0.00230706995353103,0.351417988538742,6.97572994232178,1.17792999744415,0.192130997776985,-0.00076157198054716,0.190516993403435,5.95024013519287,1.01654005050659,-58.4738998413086,3.62709999084473,0.102654002606869,3.49153995513916,0.0988171026110649,77.0279998779297,27.3649005889893,5.8845100402832,0.000597095990087837,5.71905994415283,0.000580625026486814,489.417999267578,-51.0984001159668,3.29434990882874,0.0932364016771317,3.19840002059937,0.0905207023024559,596.085998535156,10.4067001342773,5.60310983657837,0.158579006791115,5.46576976776123,0.154691994190216,288.648986816406,-20.0695991516113,3.3969099521637,0.0961391031742096,3.21468997001648,0.0909817963838577,468.713012695313
72300308765692298,30.8767223358154,-29.7483863830566,0.0377079993486404,3663583000003680,0.257275998592377,-0.000744098972063512,0.262791007757187,7.04481983184814,1.09844994544983,0.48361599445343,-0.00165512005332857,0.490707993507385,7.25216007232666,1.27329003810883,0.207406997680664,-0.000709609012119472,0.209573999047279,7.41559982299805,1.03859996795654,0.355013012886047,0.00230706995353103,0.351417988538742,6.97572994232178,1.17792999744415,0.192130997776985,-0.00076157198054716,0.190516993403435,5.95024013519287,1.01654005050659,-57.9813003540039,4.21373987197876,0.119257003068924,4.06836986541748,0.115143001079559,72.5818023681641,-62.3838996887207,4.6485800743103,0.131564006209373,4.54013013839722,0.128493994474411,495.894012451172,-51.1581001281738,3.62342000007629,0.102549999952316,3.52086997032166,0.0996474027633667,559.846984863281,10.6006002426147,4.3509202003479,0.123139001429081,4.24364995956421,0.120103001594543,308.611999511719,-20.0928001403809,3.66851997375488,0.103826001286507,3.4700300693512,0.0982083976268768,460.157012939453
72293595340435408,359.533996582031,-29.7540798187256,0.0287427138537169,3764210000004774,0.315191000699997,-0.00679787015542388,0.313932001590729,2.03965997695923,1.07588005065918,0.296485990285873,-0.00707296002656221,0.296243011951447,2.47550988197327,1.10852003097534,0.313048005104065,0.00323952990584075,0.311641991138458,2.53115010261536,1.15673005580902,0.250739008188248,-0.00512106018140912,0.254570007324219,1.92587995529175,1.04772996902466,0.315658003091812,0.011692900210619,0.293316006660461,1.41038000583649,1.00320994853973,-31.3684005737305,2.82378005981445,0.0167095009237528,2.41788005828857,0.0137623995542526,53.0099983215332,-19.2817001342773,3.40218997001648,0.0104806004092097,3.27094006538391,0.00985520984977484,104.494003295898,16.127799987793,2.39978003501892,0.00300240004435182,2.19629001617432,0.00255387998186052,289.161010742188,77.2322006225586,2.90140008926392,0.00850350968539715,2.67421007156372,0.00752162979915738,208.77099609375,15.5340003967285,2.04159998893738,0.0896695032715797,1.51461005210876,0.0695793032646179,225.436996459961
72293595340435408,359.533996582031,-29.7540798187256,0.0287427138537169,3764210000004774,0.315191000699997,-0.00679787015542388,0.313932001590729,2.03965997695923,1.07588005065918,0.296485990285873,-0.00707296002656221,0.296243011951447,2.47550988197327,1.10852003097534,0.313048005104065,0.00323952990584075,0.311641991138458,2.53115010261536,1.15673005580902,0.250739008188248,-0.00512106018140912,0.254570007324219,1.92587995529175,1.04772996902466,0.315658003091812,0.011692900210619,0.293316006660461,1.41038000583649,1.00320994853973,-27.0004005432129,2.33915996551514,0.0662657991051674,1.18691003322601,0.0336236990988255,67.6812973022461,-999,-999,-999,-999,-999,-999,27.0424995422363,7.98484992980957,0.0125903999432921,7.00684022903442,0.0109082004055381,248.930999755859,43.0848999023438,1.73102998733521,0.0590405017137527,1.55071997642517,0.0528905987739563,223.973999023438,32.7893981933594,2.63952994346619,0.111951000988483,0.751291990280151,0.0318647995591164,264.045013427734
72293550089964636,355.009002685547,-29.7548007965088,0.0291337352246046,3761706000000300,0.595575988292694,-0.0641925036907196,0.49269300699234,2.83627009391785,1.27812004089355,0.397803992033005,-0.0433492995798588,0.332502990961075,2.78061008453369,1.18619000911713,0.335752993822098,-0.0315854996442795,0.283264011144638,2.8489100933075,1.14920997619629,0.251538991928101,-0.0269908998161554,0.225867003202438,2.42899990081787,1.05936002731323,0.285955995321274,-0.0210472997277975,0.241982996463776,1.47591996192932,0.932812988758087,-31.2122001647949,10.6070995330811,0.300200998783112,1.1730500459671,0.0362799018621445,52.7347984313965,-24.3903999328613,9.56674003601074,0.270756989717484,0.937371015548706,0.0299161002039909,162.149993896484,-30.0559005737305,8.80554962158203,0.249213993549347,1.10327005386353,0.031224500387907,472.983001708984,-31.5083999633789,13.5277004241943,0.382858991622925,3.04417991638184,0.0861561968922615,204.001998901367,-24.422399520874,3.78532004356384,0.213634997606277,0.46281298995018,0.026120200753212,420.191986083984
72293550089964636,355.009002685547,-29.7548007965088,0.0291337352246046,3761706000000300,0.595575988292694,-0.0641925036907196,0.49269300699234,2.83627009391785,1.27812004089355,0.397803992033005,-0.0433492995798588,0.332502990961075,2.78061008453369,1.18619000911713,0.335752993822098,-0.0315854996442795,0.283264011144638,2.8489100933075,1.14920997619629,0.251538991928101,-0.0269908998161554,0.225867003202438,2.42899990081787,1.05936002731323,0.285955995321274,-0.0210472997277975,0.241982996463776,1.47591996192932,0.932812988758087,-31.2096996307373,3.9958701133728,0.0112976999953389,1.16301000118256,0.00224139005877078,49.4002990722656,-31.5969009399414,3.70091009140015,0.00483136996626854,1.09798002243042,0.000978710944764316,143.833999633789,-30.994499206543,3.87649989128113,0.002883659908548,1.16721999645233,0.000628682028036565,447.109008789063,-31.0412998199463,3.98063993453979,0.112659998238087,1.25094997882843,0.0354042984545231,198.990005493164,-29.3656997680664,2.95197010040283,0.0127366995438933,0.975256025791168,0.0031400800216943,406.078002929688
